Id,Sales
26539,11401.134
27395,322.31125
28251,6793.5513
29107,8097.423
29963,8013.16
30819,8013.16
31675,8053.9976
32531,7834.9473
33387,322.31125
34243,6793.5513
35099,10050.814
35955,10054.232
36811,10054.232
37667,10318.613
38523,11401.134
39379,322.31125
40235,6793.5513
4,7383.6055
860,7383.6055
1716,7931.361
2572,9311.891
3428,-84.219315
4284,5221.463
5140,5538.767
5996,5422.495
6852,5422.495
7708,5463.3325
8564,5488.9307
9420,-84.219315
10276,5221.463
11132,7395.7886
11988,7383.6055
12844,7383.6055
13700,7931.361
14556,9311.891
15412,-84.219315
16268,5221.463
17124,5552.0493
17980,5451.3784
18836,5451.3784
19692,5492.216
20548,5689.198
21404,-84.219315
22260,5221.463
23116,7409.071
23972,7412.489
24828,7412.489
25684,7960.244
26540,9328.909
27396,-84.219315
28252,5221.463
29108,5552.0493
29964,5451.3784
30820,5451.3784
31676,5492.216
32532,5689.198
33388,-84.219315
34244,5221.463
35100,7409.071
35956,7412.489
36812,7412.489
37668,7960.244
38524,9328.909
39380,-84.219315
40236,5221.463
5,8698.701
861,8698.701
1717,9107.009
2573,10517.882
3429,319.0822
4285,6640.3745
5141,6957.6787
5997,6857.815
6853,6857.815
7709,6898.6523
8565,6902.465
9421,319.0822
10277,6640.3745
11133,8710.885
11989,8698.701
12845,8698.701
13701,9107.009
14557,10517.882
15413,319.0822
16269,6640.3745
17125,6957.6787
17981,6857.815
18837,6857.815
19693,6898.6523
20549,6902.465
21405,319.0822
22261,6640.3745
23117,8710.885
23973,8698.701
24829,8698.701
25685,9107.009
26541,10517.882
27397,319.0822
28253,6640.3745
29109,6957.6787
29965,6857.815
30821,6857.815
31677,6927.5356
32533,7162.483
33389,319.0822
34245,6640.3745
35101,8724.167
35957,8727.585
36813,8727.585
37669,9135.893
38525,10594.651
39381,319.0822
40237,6640.3745
6,7372.2305
862,7372.2305
1718,7919.986
2574,9325.75
3430,-42.621807
4286,5237.2573
5142,5554.5615
5998,5438.2896
6854,5438.2896
7710,5479.127
8566,5529.961
9422,-42.621807
10278,5237.2573
11134,7384.4136
11990,7372.2305
12846,7401.114
13702,7948.869
14558,9342.769
15414,3.1959343
16270,5283.0747
17126,5567.8438
17982,5467.173
18838,5467.173
19694,5508.0103
20550,5730.2285
21406,3.1959343
22262,5283.0747
23118,7397.696
23974,7401.114
24830,7401.114
25686,7948.869
26542,9342.769
27398,3.1959343
28254,5283.0747
29110,5567.8438
29966,5467.173
30822,5467.173
31678,5508.0103
32534,5730.2285
33390,3.1959343
34246,5283.0747
35102,7397.696
35958,7401.114
36814,7401.114
37670,7948.869
38526,9342.769
39382,3.1959343
40238,5283.0747
7,7951.036
863,7951.036
1719,8235.583
2575,9449.065
3431,326.9322
4287,6269.8853
5143,6587.1895
5999,6487.3257
6855,6487.3257
7711,6528.163
8567,6438.7876
9423,326.9322
10279,6269.8853
11135,7963.219
11991,7951.036
12847,7951.036
13703,8235.583
14559,9449.065
15415,326.9322
16271,6269.8853
17127,6600.4717
17983,6516.209
18839,6516.209
19695,6557.0464
20551,6781.909
21407,326.9322
22263,6269.8853
23119,7976.5015
23975,7979.9194
24831,7979.9194
25687,8264.467
26543,9560.37
27399,326.9322
28255,6269.8853
29111,6600.4717
29967,6516.209
30823,6516.209
31679,6557.0464
32535,6781.909
33391,326.9322
34247,6269.8853
35103,7976.5015
35959,7979.9194
36815,7979.9194
37671,8264.467
38527,9560.37
39383,326.9322
40239,6269.8853
8,8526.223
864,8526.223
1720,8806.205
2576,10291.447
3432,630.5812
4288,6524.763
5144,6842.0674
6000,6742.2036
6856,6742.2036
7712,6783.041
8568,6684.933
9424,630.5812
10280,6524.763
11136,8538.406
11992,8526.223
12848,8526.223
13704,8806.205
14560,10291.447
15416,630.5812
16272,6524.763
17128,6855.3496
17984,6771.087
18840,6771.087
19696,6811.9243
20552,7028.0547
21408,630.5812
22264,6524.763
23120,8551.688
23976,8555.106
24832,8555.106
25688,8835.089
26544,10402.751
27400,630.5812
28256,6524.763
29112,6855.3496
29968,6771.087
30824,6771.087
31680,6811.9243
32536,7028.0547
33392,630.5812
34248,6524.763
35104,8551.688
35960,8555.106
36816,8555.106
37672,8835.089
38528,10402.751
39384,630.5812
40240,6524.763
9,7572.306
865,7572.306
1721,8149.717
2577,9407.973
3433,42.483383
4289,5306.522
5145,5344.4795
6001,5088.8325
6857,5088.8325
7713,5129.67
8569,5359.519
9425,42.483383
10281,5306.522
11137,7633.7344
11993,7620.448
12849,7620.448
13705,8197.859
14561,9407.973
15417,42.483383
16273,5306.522
17129,5344.4795
17985,5088.8325
18841,5088.8325
19697,5129.67
20553,5359.519
21409,42.483383
22265,5306.522
23121,7633.7344
23977,7620.448
24833,7620.448
25689,8197.859
26545,9407.973
27401,42.483383
28257,42.483383
29113,5344.4795
29969,5088.8325
30825,5088.8325
31681,5129.67
32537,5359.519
33393,42.483383
34249,42.483383
35105,7633.7344
35961,7620.448
36817,7620.448
37673,8197.859
38529,9407.973
39385,42.483383
40241,5306.522
10,7050.0713
866,7050.0713
1722,7469.5024
2578,8840.875
3434,48.504196
4290,5247.1597
5146,5564.464
6002,5448.192
6858,5448.192
7714,5489.0293
8570,5419.769
9426,48.504196
10282,5247.1597
11138,7062.2544
11994,7050.0713
12850,7050.0713
13706,7469.5024
14562,8840.875
15418,48.504196
16274,5247.1597
17130,5564.464
17986,5448.192
18842,5448.192
19698,5489.0293
20554,5419.769
21410,48.504196
22266,5247.1597
23122,7062.2544
23978,7050.0713
24834,7050.0713
25690,7469.5024
26546,8840.875
27402,48.504196
28258,5247.1597
29114,5564.464
29970,5448.192
30826,5448.192
31682,5517.9126
32538,5703.14
33394,48.504196
34250,5247.1597
35106,7075.5366
35962,7078.9546
36818,7078.9546
37674,7498.3857
38530,8892.428
39386,48.504196
40242,5247.1597
11,8142.389
867,8142.389
1723,8399.343
2579,9767.682
3435,472.00262
4291,6503.4556
5147,6540.56
6003,6151.759
6859,6151.759
7715,6192.596
8571,6034.28
9427,472.00262
10283,6503.4556
11139,8202.965
11995,8142.389
12851,8142.389
13707,8399.343
14563,9767.682
15419,472.00262
16275,6503.4556
17131,6541.413
17987,6199.901
18843,6199.901
19699,6240.7383
20555,6501.7246
21411,472.00262
22267,6503.4556
23123,8203.817
23979,8190.5312
24835,8190.5312
25691,8447.486
26547,9898.244
27403,472.00262
28259,6503.4556
29115,6541.413
29971,6199.901
30827,6199.901
31683,6240.7383
32539,6501.7246
33395,472.00262
34251,6503.4556
35107,8203.817
35963,8190.5312
36819,8190.5312
37675,8447.486
38531,9898.244
39387,472.00262
40243,6503.4556
12,8622.468
868,8622.468
1724,9030.775
2580,10399.536
3436,304.04385
4292,6625.335
5148,6955.9214
6004,6871.6587
6860,6871.6587
7716,6912.496
8572,7105.331
9428,304.04385
10284,6625.335
11140,8647.934
11996,8651.352
12852,8651.352
13708,9059.659
14564,10476.306
15420,304.04385
16276,6625.335
17132,6955.9214
17988,6871.6587
18844,6871.6587
19700,6912.496
20556,7105.331
21412,304.04385
22268,6625.335
23124,8647.934
23980,8651.352
24836,8651.352
25692,9059.659
26548,10476.306
27404,304.04385
28260,6625.335
29116,6955.9214
29972,6871.6587
30828,6871.6587
31684,6912.496
32540,7105.331
33396,304.04385
34252,6625.335
35108,8647.934
35964,8651.352
36820,8651.352
37676,9059.659
38532,10476.306
39388,304.04385
40244,6625.335
13,7853.987
869,7853.987
1725,8033.9336
2581,9130.336
3437,270.69165
4293,5736.319
5149,6053.623
6005,5953.7593
6861,5953.7593
7717,5994.5967
8573,5840.042
9429,270.69165
10285,5736.319
11141,7866.17
11997,7853.987
12853,7853.987
13709,8033.9336
14565,9130.336
15421,270.69165
16277,5736.319
17133,6053.623
17989,5953.7593
18845,5953.7593
19701,5994.5967
20557,5840.042
21413,270.69165
22269,5736.319
23125,7866.17
23981,7853.987
24837,7853.987
25693,8033.9336
26549,9130.336
27405,270.69165
28261,5736.319
29117,6053.623
29973,5953.7593
30829,5953.7593
31685,6023.48
32541,6183.1636
33397,270.69165
34253,5736.319
35109,7879.452
35965,7882.87
36821,7882.87
37677,8062.817
38533,9322.439
39389,270.69165
40245,5736.319
14,7853.893
870,7853.893
1726,8263.842
2582,9485.67
3438,454.45953
4294,6422.718
5150,6476.186
6006,6262.8364
6862,6262.8364
7718,6303.674
8574,6493.9697
9430,454.45953
10286,6422.718
11142,7902.035
11998,7902.035
12854,7902.035
13710,8311.984
14566,9485.67
15422,454.45953
16278,6422.718
17134,6476.186
17990,6262.8364
18846,6262.8364
19702,6303.674
20558,6493.9697
21414,454.45953
22270,6422.718
23126,7902.035
23982,7902.035
24838,7902.035
25694,8311.984
26550,9485.67
27406,454.45953
28262,454.45953
29118,6476.186
29974,6262.8364
30830,6262.8364
31686,6303.674
32542,6493.9697
33398,454.45953
34254,6422.718
35110,7902.035
35966,7902.035
36822,7902.035
37678,8311.984
38534,9485.67
39390,454.45953
40246,6422.718
15,8166.2354
871,8166.2354
1727,8551.514
2583,9873.027
3439,450.6211
4295,6688.229
5151,6606.9414
6007,6265.429
6863,6265.429
7719,6306.2666
8575,6557.562
9431,450.6211
10287,6688.229
11143,8227.664
11999,8214.378
12855,8214.378
13711,8599.656
14567,10003.59
15423,450.6211
16279,6688.229
17135,6606.9414
17991,6265.429
18847,6265.429
19703,6306.2666
20559,6557.562
21415,450.6211
22271,6688.229
23127,8227.664
23983,8214.378
24839,8214.378
25695,8599.656
26551,10003.59
27407,450.6211
28263,6688.229
29119,6606.9414
29975,6265.429
30831,6265.429
31687,6306.2666
32543,6557.562
33399,450.6211
34255,6688.229
35111,8227.664
35967,8214.378
36823,8214.378
37679,8599.656
38535,10003.59
39391,450.6211
40247,6688.229
16,6654.692
872,6654.692
1728,7074.8105
2584,8395.815
3440,-47.973904
4296,4853.239
5152,5183.825
6008,5083.1543
6864,5083.1543
7720,5123.9917
8576,5360.773
9432,-47.973904
10288,4853.239
11144,6680.157
12000,6683.575
12856,6683.575
13712,7103.694
14568,8395.815
15424,-47.973904
16280,4853.239
17136,5183.825
17992,5083.1543
18848,5083.1543
19704,5123.9917
20560,5360.773
21416,-47.973904
22272,4853.239
23128,6680.157
23984,6683.575
24840,6683.575
25696,7103.694
26552,8395.815
27408,-47.973904
28264,-47.973904
29120,5183.825
29976,5083.1543
30832,5083.1543
31688,5123.9917
32544,5360.773
33400,-47.973904
34256,4853.239
35112,6680.157
35968,6683.575
36824,6683.575
37680,7103.694
38536,8395.815
39392,-47.973904
40248,4853.239
17,7577.8813
873,7577.8813
1729,8102.61
2585,9541.756
3441,154.83403
4297,5815.8726
5153,5852.977
6009,5582.453
6865,5582.453
7721,5623.2905
8577,5641.2017
9433,154.83403
10289,5815.8726
11145,7639.3096
12001,7626.0234
12857,7626.0234
13713,8150.752
14569,9578.033
15425,154.83403
16281,5815.8726
17137,5853.83
17993,5630.595
18849,5630.595
19705,5671.4326
20561,5965.7925
21417,154.83403
22273,5815.8726
23129,7639.3096
23985,7626.0234
24841,7626.0234
25697,8150.752
26553,9578.033
27409,154.83403
28265,5815.8726
29121,5853.83
29977,5630.595
30833,5630.595
31689,5671.4326
32545,5965.7925
33401,154.83403
34257,5815.8726
35113,7639.3096
35969,7626.0234
36825,7626.0234
37681,8150.752
38537,9578.033
39393,154.83403
40249,5815.8726
18,8535.089
874,8535.089
1730,8815.07
2586,10209.726
3442,684.3098
4298,6685.5293
5154,7002.8335
6010,6902.9697
6866,6902.9697
7722,6943.807
8578,6845.699
9434,684.3098
10290,6685.5293
11146,8547.272
12002,8535.089
12858,8535.089
13714,8815.07
14570,10209.726
15426,684.3098
16282,6685.5293
17138,7002.8335
17994,6902.9697
18850,6902.9697
19706,6943.807
20562,6845.699
21418,684.3098
22274,6685.5293
23130,8547.272
23986,8535.089
24842,8535.089
25698,8815.07
26554,10209.726
27410,684.3098
28266,6685.5293
29122,7002.8335
29978,6902.9697
30834,6902.9697
31690,6972.6904
32546,7188.821
33402,684.3098
34258,6685.5293
35114,8560.555
35970,8563.973
36826,8563.973
37682,8843.954
38538,10321.029
39394,684.3098
40250,6685.5293
19,8842.152
875,8842.152
1731,9571.204
2587,10847.994
3443,825.8559
4299,7004.4214
5155,7041.526
6011,6771.002
6867,6771.002
7723,6811.8394
8579,6835.4727
9435,825.8559
10291,7004.4214
11147,8902.728
12003,8842.152
12859,8842.152
13715,9571.204
14571,10847.994
15427,825.8559
16283,7004.4214
17139,7041.526
17995,6771.002
18851,6771.002
19707,6811.8394
20563,6835.4727
21419,825.8559
22275,7004.4214
23131,8902.728
23987,8842.152
24843,8842.152
25699,9571.204
26555,10847.994
27411,825.8559
28267,7004.4214
29123,7041.526
29979,6771.002
30835,6771.002
31691,6859.9814
32547,7112.229
33403,825.8559
34259,7004.4214
35115,8903.581
35971,8890.295
36827,8890.295
37683,9619.347
38539,10884.271
39395,825.8559
40251,7004.4214
20,9336.307
876,9336.307
1732,10204.132
2588,11431.347
3444,601.71106
4300,6615.724
5156,6878.6997
6012,6762.4277
6868,6762.4277
7724,6803.265
8580,6659.1396
9436,601.71106
10292,6615.724
11148,9348.49
12004,9336.307
12860,9336.307
13716,10204.132
14572,11431.347
15428,601.71106
16284,6615.724
17140,6878.6997
17996,6762.4277
18852,6762.4277
19708,6803.265
20564,6659.1396
21420,601.71106
22276,6615.724
23132,9348.49
23988,9336.307
24844,9336.307
25700,10204.132
26556,11431.347
27412,601.71106
28268,6615.724
29124,6878.6997
29980,6762.4277
30836,6762.4277
31692,6832.1484
32548,6911.397
33404,601.71106
34260,6615.724
35116,9361.771
35972,9365.189
36828,9365.189
37684,10233.015
38540,11482.899
39396,601.71106
40252,6615.724
21,8586.505
877,8586.505
1733,8971.786
2589,10340.547
3445,433.05383
4301,7012.663
5157,7049.7676
6013,6693.3784
6869,6693.3784
7725,6734.216
8581,6629.6133
9437,433.05383
10293,7012.663
11149,8647.08
12005,8586.505
12861,8586.505
13717,8971.786
14573,10340.547
15429,433.05383
16285,7012.663
17141,7049.7676
17997,6693.3784
18853,6693.3784
19709,6734.216
20565,6629.6133
21421,433.05383
22277,7012.663
23133,8647.08
23989,8586.505
24845,8586.505
25701,8971.786
26557,10340.547
27413,433.05383
28269,7012.663
29125,7049.7676
29981,6693.3784
30837,6693.3784
31693,6782.358
32549,7013.9546
33405,433.05383
34261,7012.663
35117,8647.934
35973,8634.647
36829,8634.647
37685,9019.929
38541,10436.575
39397,433.05383
40253,7012.663
22,7620.281
878,7620.281
1734,8356.777
2590,9470.2
3446,-90.662285
4302,5738.661
5158,5859.6313
6014,5768.9526
6870,5768.9526
7726,5809.79
8582,5616.3364
9438,-90.662285
10294,5738.661
11150,7635.882
12006,7620.281
12862,7620.281
13718,8356.777
14574,9470.2
15430,-90.662285
16286,5738.661
17142,5859.6313
17998,5768.9526
18854,5768.9526
19710,5809.79
20566,5616.3364
21422,-90.662285
22278,5738.661
23134,7635.882
23990,7620.281
24846,7620.281
25702,8356.777
26558,9470.2
27414,-90.662285
28270,5738.661
29126,5859.6313
29982,5768.9526
30838,5768.9526
31694,5838.6733
32550,5868.5938
33406,-90.662285
34262,5738.661
35118,7649.164
35974,7649.164
36830,7649.164
37686,8385.661
38542,9602.553
39398,-90.662285
40254,5738.661
23,8660.141
879,8660.141
1735,9045.422
2591,10387.865
3447,460.91644
4303,7040.4395
5159,7077.544
6015,6721.155
6871,6721.155
7727,6761.992
8583,6631.072
9439,460.91644
10295,7040.4395
11151,8720.716
12007,8660.141
12863,8660.141
13719,9045.422
14575,10387.865
15431,460.91644
16287,7040.4395
17143,7078.397
17999,6769.297
18855,6769.297
19711,6810.1343
20567,7015.413
21423,460.91644
22279,7040.4395
23135,8721.569
23991,8708.283
24847,8708.283
25703,9093.564
26559,10483.894
27415,460.91644
28271,7040.4395
29127,7078.397
29983,6769.297
30839,6769.297
31695,6810.1343
32551,7015.413
33407,460.91644
34263,7040.4395
35119,8721.569
35975,8708.283
36831,8708.283
37687,9093.564
38543,10483.894
39399,460.91644
40255,7040.4395
24,7110.092
880,7110.092
1736,7657.847
2592,9017.088
3448,-20.26268
4304,4747.2715
5160,5077.858
6016,4977.187
6872,4977.187
7728,5018.0244
8584,5176.6997
9440,-20.26268
10296,4747.2715
11152,7135.557
12008,7138.975
12864,7138.975
13720,7686.7305
14576,9017.088
15432,-20.26268
16288,4747.2715
17144,5077.858
18000,4977.187
18856,4977.187
19712,5018.0244
20568,5176.6997
21424,-20.26268
22280,4747.2715
23136,7135.557
23992,7138.975
24848,7138.975
25704,7686.7305
26560,9017.088
27416,-20.26268
28272,-20.26268
29128,5077.858
29984,4977.187
30840,4977.187
31696,5018.0244
32552,5176.6997
33408,-20.26268
34264,-20.26268
35120,7135.557
35976,7138.975
36832,7138.975
37688,7686.7305
38544,9017.088
39400,-20.26268
40256,4747.2715
25,9339.717
881,9339.717
1737,9748.026
2593,11065.233
3449,934.61053
4305,7645.4854
5161,7962.7896
6017,7862.926
6873,7862.926
7729,7903.763
8585,7813.9097
9441,934.61053
10297,7645.4854
11153,9351.9
12009,9339.717
12865,9339.717
13721,9748.026
14577,11065.233
15433,934.61053
16289,7645.4854
17145,7962.7896
18001,7862.926
18857,7862.926
19713,7903.763
20569,7813.9097
21425,934.61053
22281,7645.4854
23137,9351.9
23993,9339.717
24849,9339.717
25705,9748.026
26561,11065.233
27417,934.61053
28273,7645.4854
29129,7962.7896
29985,7862.926
30841,7862.926
31697,7932.6465
32553,8073.9277
33409,934.61053
34265,7645.4854
35121,9365.183
35977,9368.601
36833,9368.601
37689,9776.91
38545,11142.003
39401,934.61053
40257,7645.4854
26,7949.2065
882,7949.2065
1738,8210.727
2594,9424.209
3450,504.73254
4306,6749.8213
5162,6786.926
6018,6398.1245
6874,6398.1245
7730,6438.962
8586,6315.696
9442,504.73254
10298,6749.8213
11154,8009.7817
12010,7949.2065
12866,7949.2065
13722,8210.727
14578,9424.209
15434,504.73254
16290,6749.8213
17146,6786.926
18002,6398.1245
18858,6398.1245
19714,6438.962
20570,6315.696
21426,504.73254
22282,6749.8213
23138,8009.7817
23994,7949.2065
24850,7949.2065
25706,8210.727
26562,9424.209
27418,504.73254
28274,6749.8213
29130,6786.926
29986,6398.1245
30842,6398.1245
31698,6487.104
32554,6783.1406
33410,504.73254
34266,6749.8213
35122,8010.635
35978,7997.3486
36834,7997.3486
37690,8258.869
38546,9554.772
39402,504.73254
40258,6749.8213
27,8835.838
883,8835.838
1739,9133.243
2595,10399.297
3451,890.88214
4307,7561.5776
5163,7695.83
6019,7637.1606
6875,7637.1606
7731,7677.998
8587,7844.8994
9443,890.88214
10299,7561.5776
11155,8864.722
12011,8864.722
12867,8864.722
13723,9162.127
14579,10399.297
15435,890.88214
16291,7561.5776
17147,7695.83
18003,7637.1606
18859,7637.1606
19715,7677.998
20571,7844.8994
21427,890.88214
22283,7561.5776
23139,8864.722
23995,8864.722
24851,8864.722
25707,9162.127
26563,10399.297
27419,890.88214
28275,890.88214
29131,7695.83
29987,7637.1606
30843,7637.1606
31699,7677.998
32555,7844.8994
33411,890.88214
34267,7561.5776
35123,8864.722
35979,8864.722
36835,8864.722
37691,9162.127
38547,10399.297
39403,890.88214
40259,7561.5776
28,7400.127
884,7400.127
1740,7924.8555
2596,9295.57
3452,42.164993
4308,5902.382
5164,5939.4863
6020,5668.9624
6876,5668.9624
7732,5709.8
8588,5659.281
9444,42.164993
10300,5902.382
11156,7460.702
12012,7400.127
12868,7400.127
13724,7924.8555
14580,9295.57
15436,42.164993
16292,5902.382
17148,5939.4863
18004,5668.9624
18860,5668.9624
19716,5709.8
20572,5659.281
21428,42.164993
22284,5902.382
23140,7460.702
23996,7400.127
24852,7400.127
25708,7924.8555
26564,9295.57
27420,42.164993
28276,5902.382
29132,5939.4863
29988,5668.9624
30844,5668.9624
31700,5757.942
32556,5983.8716
33412,42.164993
34268,5902.382
35124,7461.555
35980,7448.269
36836,7448.269
37692,7972.9976
38548,9331.848
39404,42.164993
40260,5902.382
29,6727.7607
885,6727.7607
1741,7451.4
2597,8658.149
3453,7.343216
4309,4665.9014
5165,4786.8716
6021,4696.193
6877,4696.193
7733,4737.0303
8589,4725.805
9445,7.343216
10301,4665.9014
11157,6743.362
12013,6727.7607
12869,6727.7607
13725,7451.4
14581,8658.149
15437,7.343216
16293,4665.9014
17149,4786.8716
18005,4696.193
18861,4696.193
19717,4737.0303
20573,4725.805
21429,7.343216
22285,4665.9014
23141,6743.362
23997,6727.7607
24853,6727.7607
25709,7451.4
26565,8658.149
27421,7.343216
28277,4665.9014
29133,4786.8716
29989,4696.193
30845,4696.193
31701,4765.9136
32557,4978.0625
33413,7.343216
34269,4665.9014
35125,6756.644
35981,6756.644
36837,6756.644
37693,7480.283
38549,8709.702
39405,7.343216
40261,4665.9014
30,7801.03
886,7801.03
1742,8668.851
2598,9985.178
3454,65.80216
4310,5427.9033
5166,5690.879
6022,5574.607
6878,5574.607
7734,5615.4443
8590,5374.91
9446,65.80216
10302,5427.9033
11158,7813.213
12014,7801.03
12870,7801.03
13726,8668.851
14582,9985.178
15438,65.80216
16294,5427.9033
17150,5690.879
18006,5574.607
18862,5574.607
19718,5615.4443
20574,5374.91
21430,65.80216
22286,5427.9033
23142,7813.213
23998,7801.03
24854,7801.03
25710,8668.851
26566,9985.178
27422,65.80216
28278,5427.9033
29134,5690.879
29990,5574.607
30846,5574.607
31702,5644.3276
32558,5627.1675
33414,65.80216
34270,5427.9033
35126,7826.495
35982,7829.913
36838,7829.913
37694,8697.734
38550,10036.73
39406,65.80216
40262,5427.9033
31,7403.5444
887,7403.5444
1743,7665.0645
2599,9072.212
3455,281.8155
4311,6017.9966
5167,6071.465
6023,5772.25
6879,5772.25
7735,5813.0874
8591,6100.3916
9447,281.8155
10303,6017.9966
11159,7451.6865
12015,7451.6865
12871,7451.6865
13727,7713.2065
14583,9072.212
15439,281.8155
16295,6017.9966
17151,6071.465
18007,5772.25
18863,5772.25
19719,5813.0874
20575,6100.3916
21431,281.8155
22287,6017.9966
23143,7451.6865
23999,7451.6865
24855,7451.6865
25711,7713.2065
26567,9072.212
27423,281.8155
28279,281.8155
29135,6071.465
29991,5772.25
30847,5772.25
31703,5813.0874
32559,6100.3916
33415,281.8155
34271,6017.9966
35127,7451.6865
35983,7451.6865
36839,7451.6865
37695,7713.2065
38551,9072.212
39407,281.8155
40263,6017.9966
32,10381.843
888,10381.843
1744,10916.472
2600,11775.619
3456,1402.8654
4312,8656.214
5168,8919.189
6024,8819.326
6880,8819.326
7736,8860.163
8592,8659.159
9448,1402.8654
10304,8656.214
11160,10394.026
12016,10381.843
12872,10381.843
13728,10916.472
14584,11775.619
15440,1402.8654
16296,8656.214
17152,8919.189
18008,8819.326
18864,8819.326
19720,8860.163
20576,8659.159
21432,1402.8654
22288,8656.214
23144,10394.026
24000,10381.843
24856,10381.843
25712,10916.472
26568,11775.619
27424,1402.8654
28280,8656.214
29136,8919.189
29992,8819.326
30848,8819.326
31704,8889.047
32560,8971.169
33416,1402.8654
34272,8656.214
35128,10407.309
35984,10410.727
36840,10410.727
37696,10945.355
38552,11886.923
39408,1402.8654
40264,8656.214
33,7694.44
889,7694.44
1745,8219.169
2601,9560.223
3457,366.3086
4313,5825.5537
5169,5862.658
6025,5559.722
6881,5559.722
7737,5600.5596
8593,5504.221
9449,366.3086
10305,5825.5537
11161,7755.015
12017,7694.44
12873,7694.44
13729,8219.169
14585,9560.223
15441,366.3086
16297,5825.5537
17153,5862.658
18009,5559.722
18865,5559.722
19721,5600.5596
20577,5504.221
21433,366.3086
22289,5825.5537
23145,7755.015
24001,7694.44
24857,7694.44
25713,8219.169
26569,9560.223
27425,366.3086
28281,5825.5537
29137,5862.658
29993,5559.722
30849,5559.722
31705,5648.7017
32561,5911.9155
33417,366.3086
34273,5825.5537
35129,7755.868
35985,7742.582
36841,7742.582
37697,8267.311
38553,9631.034
39409,366.3086
40265,5825.5537
34,7119.124
890,7119.124
1746,7643.8525
2602,9058.056
3458,-14.95705
4314,5671.7974
5170,5708.902
6026,5438.378
6882,5438.378
7738,5479.2153
8594,5472.183
9450,-14.95705
10306,5671.7974
11162,7180.5522
12018,7167.266
12874,7167.266
13730,7691.9946
14586,9094.333
15442,-14.95705
16298,5671.7974
17154,5709.755
18010,5486.52
18866,5486.52
19722,5527.3574
20578,5796.774
21434,-14.95705
22290,5671.7974
23146,7180.5522
24002,7167.266
24858,7167.266
25714,7691.9946
26570,9094.333
27426,-14.95705
28282,5671.7974
29138,5709.755
29994,5486.52
30850,5486.52
31706,5527.3574
32562,5796.774
33418,-14.95705
34274,5671.7974
35130,7180.5522
35986,7167.266
36842,7167.266
37698,7691.9946
38554,9094.333
39410,-14.95705
40266,5671.7974
35,6979.78
891,6979.78
1747,7376.184
2603,8878.658
3459,82.58034
4315,5188.971
5171,5226.9287
6027,4971.2817
6883,4971.2817
7739,5012.119
8595,5328.8066
9451,82.58034
10307,5188.971
11163,7041.208
12019,7027.922
12875,7027.922
13731,7424.326
14587,8878.658
15443,82.58034
16299,5188.971
17155,5226.9287
18011,4971.2817
18867,4971.2817
19723,5012.119
20579,5328.8066
21435,82.58034
22291,5188.971
23147,7041.208
24003,7027.922
24859,7027.922
25715,7424.326
26571,8878.658
27427,82.58034
28283,82.58034
29139,5226.9287
29995,4971.2817
30851,4971.2817
31707,5012.119
32563,5328.8066
33419,82.58034
34275,5188.971
35131,7041.208
35987,7027.922
36843,7027.922
37699,7424.326
38555,8878.658
39411,82.58034
40267,5188.971
36,8530.705
892,8530.705
1748,9252.408
2604,10233.53
3460,710.4466
4316,7021.6836
5172,7142.654
